content_id,content_type_id,content_type_name,title,address,zipcode,longitude,latitude,overview,homepage,contact,hours,featured_menu,menu,parking,closed_days,restroom,credit_card,detail_information,region_code,signgu_code,large_category_code,large_category_name,middle_category_code,middle_category_name,small_category_code,small_category_name,Score_Nature,Score_Food,Score_Photo,Score_Culture,Score_Activity,Score_Shopping,stay_time_minutes,stay_min,stay_max,stay_src,satisfaction_score,qual,qual_rel,qual_category,satisfaction_src,food_tags
2839783,39,음식점,서서방숯불닭갈비 제주본점,제주특별자치도 제주시 신광로 61 1층,63123,126.4901152327,33.4866479357,"서서방숯불닭갈비는 제주시 호텔이 밀집된 연동에 있다. 초벌구이한 고기를 숯불로 구운 양념 닭갈비, 흑돼지가 메인메뉴이며 닭고기는 제주산 한라 육계만 사용한다. 오너 세프가 제주 토박이로 제주 시내에 본점 포함 3개 지점을 운영하고 있다. 제주공항과 가깝고 차 없는 거리 옆에 있어 주차장은 없다. 근처에 삼무공원, 도두봉, 무지개 해안도로 등이 있다.",Unknown,064-743-7745,11:00~02:00,양념황제모둠,양념황제모둠 / 제주모자반숙성닭갈비 / 제주무항생제친환경닭갈비 / 닭목살 등,불가,연중무휴,Unknown,Unknown,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,90,30,20,20,0,60,45,75,blend,0.8494,1.0,0.1813,0.816,blend,"고기·구이,한식"
655543,39,음식점,서울뚝배기,제주특별자치도 제주시 아연로 10,63142,126.496638408926,33.4807037018467,"제주시 연동에 위치한 서울뚝배기는 전복뚝배기, 해물뚝배기, 옥돔구이, 고등어조림, 은갈치조림, 해물탕 등의 한식을 판매하고 있다. 그 중 대표 메뉴는 전복뚝배기와 제주산 은갈치만 사용한 은갈치 조림이다. 이른 아침 제주공항 근처에서 식사할 곳을 찾는다면 방문해 볼 만하다.",Unknown,064-712-4550,06:00~20:00,전복뚝배기,해물뚝배기 / 은갈치조림 / 옥돔구이 등,가능,연중무휴,Unknown,가능,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,0,100,0,20,0,0,60,45,75,category,0.816,,0.0,0.816,category,"제주 향토음식,해산물 요리,한식"
2938592,39,음식점,서작가초밥집,제주특별자치도 서귀포시 태평로 416-1,63596,126.5647985422,33.2448488835,"서작가초밥집은 서귀포에 자리한 작은 일식집으로, 기본에 충실한 음식과 정성스러운 손맛을 느낄 수 있는 곳이다. 초밥에 올라가는 재료는 직접 손질해 사용하며, 우동 육수부터 각종 소스와 튀김까지 하나하나 직접 만들어 제공한다. 기성품이나 반제품 사용을 최소화하고 모든 메뉴에 정성을 담아 완성하는 것이 이곳의 특징이다. 대표 메뉴는 당일 들여온 자연산 생선을 활용한 자연산 초밥과 정택진 초밥이며, 신선한 활어초밥도 많은 사랑을 받고 있다. 바삭하게 튀겨낸 왕새우튀김 역시 인기 메뉴 중 하나로 손꼽힌다. 손이 많이 가고 시간이 오래 걸리더라도 정직한 재료와 정성을 고집하며, 작은 맛의 차이를 알아주는 손님들의 발길이 꾸준히 이어지는 곳이다. 소박하지만 진심이 담긴 한 끼를 즐기고 싶다면 방문해 볼 만한 초밥집이다.",Unknown,070-7736-5728,17:00~22:00 (마지막 주문 21:30),당일바리 자연산 초밥,정택진 초밥 / 모둠사시미 / 서작가 초밥 등,불가능,매주 수요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD02,외국식,FD020200,일식,0,100,10,10,10,0,60,45,75,category,0.849,,0.0,0.849,category,"회·물회·초밥,일식"
2877671,39,음식점,서홍정원,제주특별자치도 서귀포시 솜반천로55번길 12-8,63584,126.5544260403,33.2526164877,"서홍정원은 45년 된 구옥을 개조한 주택형 카페이다. 나카무라출신의 파티시에가 계절디저트와 케이크를 수제로 만들며, 100% 동물성 생크림을 사용한다. 야외 테이블에는 사계절 푸른 나무가 있고 실내는 빛이 잘 드는 창과 다양하고 빈티지한 테이블이 있다. 비밀의 정원 같은 테라스에 앉아 숲을 감상할 수 있다. 시그니처 메뉴로는 아몬드비엔나와 카푸치노번이 있고 브런치 인기메뉴로는 제주흑돼지 미트볼&적채 샐러드, 프렌치토스트 등이 있다.",https://www.instagram.com/cafe_seojeong,064-762-5858,- 카페 09:30~18:00 (마지막 주문 17:25) / - 브런치 09:30~15:00,흑돼지미트볼&적채샐러드,프렌치토스트 / 아몬드비엔나 / 카푸치노번 / 계절디저트 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD05,카페/ 찻집,FD050100,카페,80,90,90,20,10,0,60,45,75,blend,0.8125,0.75,0.1813,0.8263,blend,
2833409,39,음식점,선이네밥집,제주특별자치도 제주시 조천읍 신북로 262,63331,126.6399665376,33.5381469339,"선이네밥집은 제주에서 집밥 스타일의 한식 백반을 맛볼 수 있는 식당이다. 정식 메뉴에는 된장찌개, 콩나물국, 제육, 갈치, 나물, 계란프라이 등 다양한 반찬이 제공되며, 흑돼지 불고기정식, 김치찌개, 동태찌개, 닭볶음탕 등 다양한 메뉴가 있다. 현지인들에게 인기 있는 가성비 좋은 식당으로 직접 확인하고 고른 신선한 식재료로 식사를 준비하고 있다. 가게 내부는 아담하고 편안한 분위기로 조용하게 식사를 즐길 수 있다.",Unknown,064-727-3450,08:30~21:00※ 재료 소진 시 일시 마감되므로 전화 문의 후 방문 요망,선이네밥 정식,흑돼지불고기정식 / 김치찌개 / 김치닭볶음탕 등,불가능,매주 일요일,Unknown,Unknown,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,10,100,20,20,10,0,60,45,75,blend,0.7942,0.75,0.3297,0.816,blend,"제주 향토음식,고기·구이,한식"
2792535,39,음식점,선흘곶,제주특별자치도 제주시 조천읍 선흘서2길 22,63340,126.6901500792,33.5108928938,"선흘곶은 제주시 조천읍에 있는 한식집이다. 입구를 들어서면 주인장의 손길이 닿은 정겨운 느낌의 내부와 오밀조밀하게 꾸며놓은 넓은 정원이 손님들을 반긴다. 제주에서 나는 식자재로 만든 건강한 쌈밥이 이 집의 주력 메뉴다. 반찬이 풍성하게 차려지고 부드럽고 야들야들한 돔베 고기와 고등어구이, 그리고 쌈 채소가 나온다. 쌈에 고등어와 돔베 고기를 올리고, 양념과 함께 싸서 먹으면 건강한 한 끼 식사를 즐길 수 있다.",Unknown,064-783-5753,- 10:00~18:00 / - 마지막 주문 16:00,쌈밥 정식,Unknown,가능,매주 화요일,있음,Unknown,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,70,90,60,20,10,0,60,45,75,category,0.816,,0.0,0.816,category,"제주 향토음식,고기·구이,해산물 요리,한식"
2850014,39,음식점,선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,63341,126.7003970128,33.4846070775,"선흘방주할머니식당은 제주시 조천읍 선흘리에 위치해 있으며 제주라프 근처에 자리잡고 있다. 이곳은 아들이 직접 농사지은 콩으로 어머니가 정성스럽게 요리하는 건강한 밥상으로 유명하다. 곰취잎을 만두피로 활용한 삼채곰취만두는 향긋하고 쫄깃한 식감이 독특하다. 또한 제주산 고사리를 넣은 고사리비빔밥, 고소한 맛이 인상적인 검정콩국수 등 건강한 식재료로 구성된 다양한 메뉴가 있어 남녀노소 누구나 만족할 수 있는 식당이다. 이곳은 건강한 한 끼를 원하거나 제주만의 향토 음식을 경험하고 싶은 이들에게 제격이다. 인근에 거문오름과 제주라프, 선녀와 나무꾼 공원이 있어 함께 둘러보기 좋다.",Unknown,064-783-1253,10:00~19:00 (마지막 주문 18:20),검정콩국수,고사리 비빔밥 / 흑돼지보쌈 / 도토리부침개 등,가능,매주 일요일,있음,Unknown,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,100,20,60,10,0,60,45,75,observed,0.9323,1.0,0.6321,0.816,blend,"제주 향토음식,한식,면 요리"
2870651,39,음식점,섬소나이 우도본점,제주특별자치도 제주시 우도면 우도해안길 814,63365,126.9576601478,33.5133691617,"섬소나이는 제주시 우도, 하고수동 해수욕장에 있는 퓨전음식점이다. 다양한 짬뽕과 피자가 있고 세트메뉴가 준비되어 있다. 특히 다양한 재료를 넣어 12시간 동안 직접 끓인 해산물 육수를 사용하여 짬뽕의 맛이 깊다. 면과 피자 도우도 톳과 모자반 사용한 톳 도우이다. 당일 직접 만든 면을 사용하고 재료는 당일 소진을 원칙으로 한다. 땡짬은 맑은 짬뽕, 우짬은 빨간짬뽕, 백짬은 크림짬뽕이며 모든 짬뽕의 맵기는 기호에 따라 선택할 수 있다. 식당 안에서도 바다를 바라볼 수 있고 식사 후 우도를 천천히 둘러보는 것도 좋다. 우도에서 든든하고 특별한 한 끼를 원하는 사람들에게 추천한다. 주변에 함께 둘러보기 좋은 여행지로 비양도, 검멀레 해수욕장 등이 있다.",https://www.instagram.com/udo_islandguy,0507-1339-2918,09:00~17:00,우짬,백짬 / 땡짬 / 소섬피자 등,가능,연중무휴 / ※ 배가 뜨지 않는 날 휴무이므로 전화문의 요망,있음,Unknown,화장실: 있음,50,110,FD,음식,FD02,외국식,FD020100,중식,40,90,60,0,10,0,60,45,75,observed,0.9053,0.9167,0.8347,0.8477,blend,"중식,양식·세계음식"
2840487,39,음식점,섭섭이네,제주특별자치도 제주시 구좌읍 중산간동로 2261,63355,126.7843928004,33.4715876451,"섭섭이네는 제주도 구좌읍 송당사거리에 위치한 소박하면서도 감각적인 분위기의 음식점이다. 이곳은 정갈한 맛의 고기국수와 이색적인 퓨전 인도커리를 함께 즐길 수 있는 곳으로, 제주 전통의 맛과 이국적인 풍미가 조화를 이루는 메뉴로 사랑받고 있다. 대표 메뉴인 '흑돼지퐁당 커리'는 토마토, 버터, 우유가 어우러진 진한 퓨전 인도커리에 바삭하게 튀긴 흑돼지 고명이 올라가 깊은 맛을 자랑한다. 함께 인기 있는 '고기국수'는 담백한 국물에 도톰한 돔베고기가 듬뿍 들어 있어 제주식의 정갈한 풍미를 느낄 수 있다. 식당은 제주 전통 돌집을 그대로 활용해 아늑하고 따뜻한 분위기를 자아내며, 내부는 아기자기한 인테리어로 꾸며져 혼밥하기에도 부담 없는 공간이다. 대기 공간에는 셀프 음료대와 무인 판매 음료 코너가 마련되어 있어 기다리는 시간도 편안하게 보낼 수 있다.",https://www.instagram.com/subsub_7979,0507-1315-6813,11:00~16:30 (마지막 주문 16:00),흑돼지퐁당커리,고기국수 / 판모밀 / 흑돼지 마제소바 등,불가능,매주 일요일,있음,가능,화장실: 있음,50,110,FD,음식,FD02,외국식,FD020300,서양식,20,90,60,40,10,10,45,30,60,observed,0.6252,0.5625,0.6988,0.7706,blend,"제주 향토음식,면 요리,양식·세계음식"
1984253,39,음식점,성미가든,제주특별자치도 제주시 조천읍 교래1길 2,63346,126.676867087123,33.4375449543765,"성미가든은 제주 조천읍 고래리에 위치한 샤브샤브와 닭볶음탕 전문점이다. 메뉴로는 샤부샤부, 닭볶음탕 두 가지 메뉴가 있으며, 샤브샤브 메뉴의 경우에는 샤부샤부, 백숙, 녹두죽이 코스로 제공된다. 넓은 실내 공간과 다양한 좌석으로 단체 방문에도 편리하다. 성미가든에서는 기본적으로 샤부샤부 메뉴가 주문이 들어가기 때문에 닭볶음탕을 주문하고자 하는 경우 반드시 미리 말해야 한다.",Unknown,064-783-7092,11:00~20:00,샤브샤브,닭볶음탕,가능,"매월 둘째, 넷째 목요일",Unknown,가능,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,0,100,10,0,10,0,45,30,60,observed,0.7625,0.7188,0.5507,0.816,blend,"고기·구이,한식"
2833201,39,음식점,성산 부뚜막식당,제주특별자치도 서귀포시 성산읍 고성오조로 11,63641,126.9135544343,33.4451287653,"부뚜막식당은 제주 성산일출봉 근처 고성리에 있는 작은 노포이다. 대표 메뉴인 갈치조림을 주문하면 통갈치구이가 기본 서비스로 함께 나온다. 가성비 좋은 가격과 어머니 손맛으로 여행자들 사이에 이름이 알려져 있다. 멸치조림, 콩자반, 나물류 등의 다양한 밑반찬을 곁들인 가정식이 나오고, 아침 일찍 오픈하여 여행자들이 아침 먹기 좋다. 다만 아침 방문 시에는 영업여부를 미리 전화확인하는 것이 좋다. 또한, 인원수에 맞추어 주문할 수 있는 점도 장점이다. 자차를 이용할 경우, 내비게이션에 ‘제주 부뚜막식당’을 검색하면 된다. 근처에 성산일출봉, 우도, 섭지코지 등이 있다.",Unknown,064-782-8941,08:00~20:00 / ※ 아침 방문의 경우 전화문의 요망,갈치조림,성게미역국 / 옥돔구이 / 전복물회 등,가능,연중무휴,Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,20,90,20,40,10,0,60,45,75,observed,0.8533,0.875,0.6321,0.816,blend,"제주 향토음식,해산물 요리,한식"
2833308,39,음식점,성산 타쿠마스시,제주특별자치도 서귀포시 성산읍 섭지코지로 15,63641,126.9185069225,33.4390739586,"제주 섭지코지 근처에 있는 타쿠마는 컨테이너 스시집이다. 날마다 신선한 회를 선별하여 제공하고 있는 모둠 초밥과 모둠 사시미는 매일 구성이 다르게 나온다. 에피타이저로 제공되는 흑돼지 곤약 무침도 이곳만의 고유 메뉴이다. 일식 이외에 제주산 식재료를 이용한 포케와 파스타, 슈토아에를 맛볼 수 있고, 우동, 소바, 구이, 덮밥 등의 메뉴도 있다. 회를 못 먹는 사람들이 주로 택하는 빨간 우동의 경우, 생선 뼈를 우린 진한 육수에 꽃게, 전복, 딱새우 등 해산물이 푸짐하게 들어가 별미이다. 성산일출봉과 섭지코지 사이에 위치해 있어 가족과 함께 또는 연인, 친구와 함께 제주 여행 시 방문하기 좋은 음식점이다.",https://www.instagram.com/takuma__sushi,064-783-4894,12:00~22:30,타쿠마 모듬초밥,제주 고등어초밥 / 일출봉슈토아에 / 된장크림에 빠진 흑돼지 등,가능,매주 화요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD02,외국식,FD020200,일식,20,100,60,10,10,0,60,45,75,category,0.849,,0.0,0.849,category,"고기·구이,해산물 요리,회·물회·초밥,일식,양식·세계음식"
2870955,39,음식점,성산포 자연산 회센타,제주특별자치도 서귀포시 성산읍 한도로 67,63639,126.9154092981,33.4681706940,"성산포 자연산 회센타는 제주 서귀포시 성산고등학교 근처에 위치한 자연산 활어회 전문점이다. 이곳은 제주 지역은 물론 서울 노량진 수산시장 등 전국에 자연산 활어회를 납품하는 곳이다. 합리적인 가격으로 질 좋은 자연산 회를 맛볼 수 있는 가성비 횟집으로 알려져 있으며, 특히 제주 동쪽을 여행하는 관광객들, 골프 여행객들, 그리고 지역 주민들이 많이 찾는 곳이다. 이시가리, 돌돔, 고등어회, 모둠회 등 다양한 종류가 준비되어 있으며, 어시장처럼 바로 건져 회를 떠내는 방식으로 제공된다. 주변에 관광명소인 성산일출봉, 섭지코지, 광치기해변 등이 있어 식사 전후로 함께 둘러보기 좋다.",Unknown,0507-1400-1572,11:00~23:00,모둠회,이시가리 / 돌돔 / 고등어회 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,10,100,20,0,10,10,60,45,75,category,0.816,,0.0,0.816,category,회·물회·초밥
134980,39,음식점,성산해촌,제주특별자치도 서귀포시 성산읍 일출로 220,63643,126.9300249033,33.4592802468,"성산해촌에서는 창밖으로 성산일출봉이 한눈에 내다보이고 파란 바다가 펼쳐져 있는 경치가 아름다운 집으로 건물 바로 밑이 바다여서 마치 바다 위의 선상에서 식사를 하는 것처럼 느껴질 수도 있다. 식탁이 모두 원목 테이블로 되어 있어 화사한 분위기를 느낄 수 있으며, 바다를 바라보며 식사할 수 있는 곳이다.",www.instagram.com/haechon_jeju,0507-1406-8018,07:00~22:00,통갈치 정식,딱새우 정식 / 갈치조림 / 전복뚝배기 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,60,80,80,0,0,0,60,45,75,observed,0.7862,0.75,0.4512,0.816,blend,"제주 향토음식,해산물 요리,한식"
2839742,39,음식점,성산흑돼지두루치기 성산일출봉점,제주특별자치도 서귀포시 성산읍 한도로 255,63643,126.9348243278,33.4662128917,"성산 흑돼지 두루치기는 제주도 성산에 위치한 흑돼지 두루치기 전문 로컬 맛집으로, 현지 주민은 물론 관광객들에게도 꾸준한 사랑을 받고 있는 곳이다. 이 식당은 오직 제주산 흑돼지만을 엄선해 사용하는 것이 특징인데, 일반 돼지에 비해 지방이 적당하고 육질이 부드러우며 고소한 풍미가 뛰어나 먹는 이로 하여금 깊은 만족감을 준다. 대표 메뉴인 ‘흑돼지삼합두루치기’는 이곳만의 특수 레시피로 만든 소스를 사용하여 감칠맛을 더하고, 흑돼지 사골을 가마솥에 오랜 시간 푹 끓여낸 진한 육수를 베이스로 하여 더욱 깊고 진한 맛을 자랑한다. 두루치기 외에도 제주에서만 맛볼 수 있는 향토 음식인 몸국과 몸죽도 함께 제공되며, 이는 모자반이라는 바다 식물을 넣어 만들어 건강에도 좋고 속을 편안하게 해준다. 가게 내부는 규모는 크지 않지만 깔끔하게 잘 정돈되어 있어 가족 단위 손님도 불편 없이 식사를 즐길 수 있다.",Unknown,0507-1417-9303,10:30~21:00 (준비시간 15:30~17:00),제주 흑돼지삼합두루치기,자연산 몸국 / 1인 정식 / 제주 흑돼지두루치기 등,가능,"매월 첫째, 셋째 화요일",Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,0,100,20,40,10,0,60,45,75,blend,0.8267,0.875,0.1813,0.816,blend,"제주 향토음식,고기·구이,한식"
404156,39,음식점,성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74,63624,126.8013682122,33.3893025655,"성읍칠십리식당은 제주 성읍민속마을 인근에 있는 흑돼지고기 음식전문점이다. 불향과 달큰향 향이 스며들도록 감귤나무 장작과 감귤껍질로 흑돼지고기를 초벌구이한다. 흑돼지고기와 함께 구워 먹을 수 있도록 제주 지역의 고사리를 제공하는 것이 특징이다. 이 외에도 제주지 역의 식문화를 반영한 지역의 별미, 꿩감자국수를 판매하고 있다.",Unknown,0507-1438-0935,11:00~20:30 (마지막 주문 20:00),제주흑돼지 오겹살,꿩감자국수 / 칠십리볶음밥 / 제주흑돼지 흑전지 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,10,90,30,40,20,10,60,45,75,blend,0.8494,1.0,0.1813,0.816,blend,"제주 향토음식,고기·구이,한식,면 요리"
2871931,39,음식점,센트로,제주특별자치도 서귀포시 태평로 449 (서귀동),63595,126.5675833663,33.2466895723,"센트로는 이중섭미술관에서 서귀포중학교 방향으로 가는 길에 위치해 있다. 모든 음식을 직접 만드는 이탈리안 레스토랑으로 뇨끼, 파스타, 조개스튜, 샐러드 등을 맛볼 수 있다. 대표메뉴는 감자뇨끼와 라자냐, 비스크크림파스타 등이 있다. 이 외에도 부채살크림리조또, 비스크오일파스타, 살치살스테이크 등 다양한 메뉴가 준비되어 있어 개인의 취향에 맞게 선택하여 먹을 수 있다. 예약우선제로 운영하며, 전화나 문자로 예약이 가능하다. 가게 맞은편에 전용주차장을 이용할 수 있고 그 옆에 무료주차장이 있어 차량으로도 접근이 용이하다. 주변에 함께 둘러보기 좋은 여행지로 정방폭포, 소남머리, 자구리공원, 이중섭거리 등이 있다.",https://www.instagram.com/centro_jeju,010-2811-7223,09:00~20:00 (마지막 주문 19:00),감자뇨끼,토마토베이컨파스타 / 비스크크림파스타 / 라자냐 등,가능,"매주 월요일, 화요일",있음,Unknown,화장실: 있음,50,130,FD,음식,FD02,외국식,FD020300,서양식,20,90,40,20,10,0,60,45,75,blend,0.6989,0.375,0.1813,0.7706,blend,양식·세계음식
2877734,39,음식점,소규모식탁,제주특별자치도 서귀포시 서광남로115번길 12,63521,126.2989780683,33.2833896168,"소규모식탁은 제주 안덕 서광서리 복지회관 근처에 있다. ‘소규모’의 의미는 소영, 규형, 엄마가 같이 꾸려가는 식탁이라는 뜻으로 소 정식은 건강하고 가볍게 먹을 수 있는 음식으로 최소한의 조리로 만든 캐주얼 브런치 메뉴이고 규 정식은 재미있고 맛있는 퓨전요리, 모 정식은 엄마의 손맛 살린 음식이라는 콘셉트를 따른다. 단품 메뉴로 카레, 샐러드 등이 있다. 주변 여행지로 신화역사공원, 오설록티뮤지엄 등이 있다.",Unknown,0507-1392-0844,[수요일~토요일] / - 11:00~20:00 / - 준비시간 15:00~17:00 / - 마지막 주문 19:30 / [일요일] / - 11:00~15:00 / - 마지막 주문 14:30,소정식,규정식 / 모정식 / 소다워터 등,가능,매주 월요일~화요일,있음,Unknown,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,10,90,30,0,0,0,60,45,75,observed,0.8485,0.875,0.5507,0.816,blend,"한식,양식·세계음식"
2767638,39,음식점,소금바치순이네,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,63364,126.9126503843,33.5036972787,"소금바치 순이네는 종달리 해안로에 자리하고 있는 해산물 요리 전문점이다. 예능 프로그램에도 나와 더욱 유명해진 곳이다. 이 집의 대표 메뉴는 매콤 달콤한 양념에 부드러운 식감의 돌문어를 각종 채소에 무쳐 만든 돌문어 볶음이다. 전복죽, 성게국, 보말국, 갈치조림 등 싱싱한 해산물 메뉴도 다양하다. 바로 앞에는 우도와 일출봉이 보이는 전망대가 있고, 근처에는 종달과 우도를 연결하는 항로가 있어 여객선이 자주 왕래한다. 식사 후 전망로를 따라 산책하기에도 좋다.",Unknown,064-784-1230,09:30~19:30 (마지막 주문 19:00),돌문어볶음,해물탕 / 모둠해산물 / 갈치조림 등,가능,매주 목요일,있음,가능,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,60,90,70,20,40,0,60,45,75,observed,0.8404,0.8417,0.9502,0.816,blend,"제주 향토음식,해산물 요리,한식"
4075756,39,음식점,소농로드,제주특별자치도 제주시 구좌읍 비자림로 2615,63351,126.8344493687,33.5194102288,"제주 구좌읍 당근밭 한가운데, 국가 인증 유기농 당근을 직접 재배해 요리와 음료로 선보이는 팜카페다. 소농로드는 구좌 당근을 활용해 농업의 가치를 감각적으로 풀어내는 로컬 크리에이터 공간으로, 화산회토 토양에서 키운 유기농 당근의 은은한 단맛과 아삭한 식감을 100% 착즙 당근주스·당근케이크·당근레몬소르베·구좌 유기농 당근밭 라떼 등 다채로운 메뉴로 즐길 수 있다. 대표 메뉴 토끼세트는 구좌 당근 약 5개를 통째로 착즙한 유기농 당근주스와 요거트 크림을 곁들인 수제 당근케이크 한 조각으로 구성된다. 예약제 식사 메뉴인 자연주의 당근커리는 하루 전까지 예약이 필요하다. 통창 너머로 돌담과 푸른 당근밭이 펼쳐지는 실내에서는 당근 모티브 아기자기한 기념품도 만날 수 있다. 인근 비자림·세화해변과 연계해 방문하기 좋다.",Unknown,064-782-9106,10:00~17:00 (마지막 주문 16:30),제주 유기농 당근 주스,당근레몬샤베트 / 당근 라떼 / 당근 케이크 등,가능,연중무휴,Unknown,Unknown,Unknown,50,110,FD,음식,FD05,카페/ 찻집,FD050100,카페,70,90,80,30,30,20,75,60,90,blend,0.8578,1.0,0.1813,0.8263,blend,
1828308,39,음식점,소라횟집,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,63360,126.8463054731,33.5325096853,"세화5일장 옆에 있는 소라횟집은 물회, 우럭매운탕 등 다양한 메뉴를 제공한다. 원양산 재료를 사용하는 갈치구이, 갈치조림을 제외한 모든 메뉴는 국내산 재료를 사용하여 제공한다.",Unknown,064-784-3545,- 09:00~21:00 / - 준비시간 15:00~17:00 / - 마지막 주문 14:50,활우럭매운탕,활우럭지리 / 활우럭조림 / 회덮밥 등,가능,매주 일요일,Unknown,가능,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,0,90,10,0,0,0,30,15,45,observed,0.8426,0.875,0.4512,0.816,blend,"해산물 요리,회·물회·초밥,한식"
2894478,39,음식점,소리원,제주특별자치도 제주시 연동12길 37,63136,126.4932011692,33.4825012221,"소리원은 제주도민들 사이에서 짬뽕 맛집으로 소문난 중식당이다. 인기메뉴인 삼선고추짬뽕은 얼큰 칼칼한 국물에 야채와 해물이 푸짐하게 들어가 있으며 삼선간짜장은 센 불로 빠르게 볶아내어 신선한 식감이 살아있다. 이외에도 삼선울면, 삼선우동, 새우짬뽕, 깐풍기 등 다양한 중식을 맛볼 수 있다. 새우볶음밥은 새우가 푸짐하게 들어가고 고슬고슬한 밥알이 일품이다. 내부가 깔끔하고 테이블 간격이 넉넉하다.",Unknown,064-747-8322,- 11:00~21:30 / - 준비시간 15:00~17:00 / - 마지막 주문 21:00,삼선고추짬뽕,짜장면 / 짬뽕 / 삼선간짜장 등,불가능,매주 월요일,있음,Unknown,화장실: 있음,50,110,FD,음식,FD02,외국식,FD020100,중식,0,100,20,0,10,0,45,30,60,blend,0.7847,0.5,0.1813,0.8477,blend,중식
2854069,39,음식점,소섬전복,제주특별자치도 제주시 우도면 우도해안길 1158,63365,126.9651070604,33.4988681080,"소섬전복은 제주 우도 검멀레해수욕장에서 우도해안길을 따라 조금만 올라가면 만날 수 있는 전복 요리 전문점이다. 이곳은 청정 제주 바다에서 잡은 국내산 전복만을 사용하여 다양한 전복 요리를 선보이고 있다. 대표 메뉴로는 전복밥, 전복뚝배기, 전복죽, 전복물회 등이 있으며, 각각의 요리는 신선한 전복의 풍미를 최대한 살려 깔끔하고 깊은 맛을 자랑한다. 식사를 하면서는 통유리로 된 넓은 창을 통해 아름다운 우도 바다 풍경을 감상할 수 있어, 맛과 경치를 동시에 즐길 수 있는 점이 큰 장점이다. 우도를 방문하는 여행객들에게 만족도가 높다. 조용한 분위기에서 식사를 즐기며 제주 바다의 매력을 느낄 수 있는 소섬전복은 우도 여행 중 들러볼 만한 곳이다.",https://www.instagram.com/soseomjeonbog,064-782-0062,09:00~20:00 (마지막 주문 18:30),전복죽,전복버터구이 / 전복물회 / 전복성게미역국 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,60,90,70,0,0,0,45,30,60,observed,0.642,0.5,0.5507,0.816,blend,"제주 향토음식,해산물 요리,회·물회·초밥,한식"
2759610,39,음식점,손맛촌,제주특별자치도 제주시 조천읍 비자림로 661,63346,126.677347603146,33.4373227657493,"손맛촌은 고사리갈치조림과 통갈치구이 전문점으로 모든 수산물과 식재료를 국내산으로 사용한다. 통통한 갈치와 맛있는 양념, 고사리가 어우러진 고사리갈치조림은 가장 인기 있는 메뉴 중 하나이다. 또한 갈치 본연의 맛을 느낄 수 있는 통갈치구이도 맛볼 수 있다. 이 외에도 전복뚝배기, 성게미역국, 전복물회, 한치물회 등 다양한 종류의 한식 메뉴를 맛볼 수 있다. 돌문화공원, 에코랜드, 미니랜드, 산굼부리, 사려니숲길, 절물자연휴양림에서 자동차로 약 5분 거리에 있어 조천을 방문한 관광객의 필수 코스이기도 하다.",Unknown,0507-1447-3386,09:00~20:30 (마지막 주문 19:30),고사리 갈치조림,통갈치구이 / 전복뚝배기 / 성게미역국 등,가능요금 (무료),연중무휴,Unknown,Unknown,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,90,20,10,10,0,60,45,75,blend,0.736,0.375,0.1813,0.816,blend,"제주 향토음식,해산물 요리,회·물회·초밥,한식"
